City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,la libertad,-2.2333,-80.9,298.96,73,100,4.12,EC,1699815038
279,antonina,-25.4286,-48.7119,312.83,68,91,1.44,BR,1699815039
280,porbandar,21.6422,69.6093,299.23,35,99,4.55,IN,1699814993
281,san luis de la loma,17.2706,-100.8939,303.66,65,85,2.97,MX,1699815039
282,prado,-17.3411,-39.2208,300.45,68,7,8.57,BR,1699815039
283,walvis bay,-22.9575,14.5053,291.68,68,10,3.6,NA,1699815039
284,mankono,8.0586,-6.1897,300.24,70,1,2.1,CI,1699815040
285,bay roberts,47.5999,-53.2648,274.55,88,93,1.34,CA,1699815040
286,kalymnos,36.95,26.9833,293.89,73,20,2.06,GR,1699815040
287,meadela,41.7065,-8.7963,290.81,96,100,4.62,PT,1699815040
288,aksu,41.1231,80.2644,278.3,45,3,1.36,CN,1699815040
289,las tablas,7.7667,-80.2833,299.96,87,100,4.01,PA,1699815041
290,meadow lakes,61.6247,-149.6011,266.96,93,100,0.0,US,1699815041
291,south hedland,-20.4089,118.5983,295.11,88,7,3.09,AU,1699815041
292,egilsstadir,65.2653,-14.3948,271.1,86,75,1.03,IS,1699815041
293,stanley,54.868,-1.6985,279.69,92,40,2.57,GB,1699815041
294,longboat key,27.4125,-82.659,304.87,68,0,4.12,US,1699814853
295,sagua la grande,22.8067,-80.0756,302.7,77,59,6.76,CU,1699815042
296,chibougamau,49.9168,-74.3659,267.94,93,100,2.57,CA,1699815042
297,pradopolis,-21.3594,-48.0656,312.25,15,74,3.45,BR,1699815042
298,fontem,5.4685,9.8818,293.26,94,100,1.18,CM,1699815042
299,severnoye,56.3491,78.3619,274.25,98,100,4.47,RU,1699815043
300,inirida,3.8653,-67.9239,303.24,70,98,1.04,CO,1699815043
301,crane,31.3974,-102.3501,288.61,68,100,4.75,US,1699815043
302,xilin hot,43.9667,116.0333,260.82,86,5,3.53,CN,1699815043
303,pangai,-19.8,-174.35,296.21,88,100,10.29,TO,1699815043
304,mariinsk,56.2139,87.7472,272.99,95,100,1.71,RU,1699815043
305,lata,40.1629,-8.3327,291.52,96,100,1.54,PT,1699815044
306,port douglas,-16.4833,145.4667,295.95,78,43,3.58,AU,1699815044
307,westport,41.1415,-73.3579,280.98,53,0,1.34,US,1699815044
308,nikolayevsk-on-amure,53.1406,140.73,264.66,92,80,4.59,RU,1699815044
309,malango,-2.9627,119.9001,292.46,97,100,0.87,ID,1699815044
310,altai,46.3722,96.2583,262.28,66,0,0.91,MN,1699815044
311,rohru,31.2167,77.75,283.23,62,0,1.8,IN,1699815045
312,pisco,-13.7,-76.2167,295.94,73,0,4.63,PE,1699815045
313,yulinshi,38.2906,109.7494,272.24,34,100,1.62,CN,1699815045
314,kone,-21.0595,164.8658,292.28,77,24,1.6,NC,1699815045
315,nuku'alofa,-21.1333,-175.2,294.34,94,100,5.66,TO,1699815046
316,port mathurin,-19.6833,63.4167,298.38,80,0,2.25,MU,1699815046
317,namibe,-15.1961,12.1522,294.93,78,99,1.49,AO,1699815046
318,dudinka,69.4058,86.1778,272.41,98,100,7.6,RU,1699815046
319,skovorodino,53.9833,123.9167,263.51,72,77,1.27,RU,1699815046
320,uzundere,40.5301,41.5584,285.71,61,91,2.59,TR,1699815046
321,isiro,2.7739,27.616,293.14,99,100,1.19,CD,1699815047
322,sao gabriel da cachoeira,-0.1303,-67.0892,307.04,62,40,2.06,BR,1699815047
323,versailles,48.8,2.1333,286.01,96,100,6.17,FR,1699815047
324,puerto aysen,-45.4,-72.7,281.13,94,99,2.73,CL,1699814843
325,keene,42.9337,-72.2781,278.79,54,1,1.34,US,1699815047
326,kauhajoki,62.4333,22.1833,272.14,95,100,1.34,FI,1699815047
327,kudahuvadhoo,2.6708,72.8944,300.75,73,40,1.77,MV,1699815048
328,rongelap,11.1635,166.8941,300.77,82,100,8.84,MH,1699815048
329,narvik,68.4384,17.4272,271.82,67,2,4.07,NO,1699815048
330,haiku-pauwela,20.9219,-156.3051,299.28,65,20,7.72,US,1699815048
331,okhotsk,59.3833,143.3,255.38,82,2,10.44,RU,1699815048
332,mar del plata,-38.0023,-57.5575,290.98,52,0,8.49,AR,1699815048
333,choyr,46.3611,108.3611,259.59,78,1,0.59,MN,1699815049
334,newman,37.3138,-121.0208,292.17,36,93,3.62,US,1699815049
335,nyurba,63.2842,118.3319,251.67,100,98,1.3,RU,1699815049
336,talodi,10.6325,30.3797,302.51,45,74,2.1,SD,1699815049
337,paracuru,-3.41,-39.0306,300.99,60,2,6.68,BR,1699815049
338,lake los angeles,34.6125,-117.8281,296.32,13,0,0.0,US,1699815049
339,quillacollo,-17.4,-66.2833,299.19,33,75,7.72,BO,1699815049
340,zalau,47.2,23.05,278.74,76,83,3.89,RO,1699815050
341,ola,59.5833,151.2833,262.51,67,100,7.09,RU,1699815050
342,camaqua,-30.8511,-51.8122,291.15,98,100,3.48,BR,1699814809
343,belen,36.4891,36.2233,287.81,50,1,1.03,TR,1699815050
344,xapuri,-10.6517,-68.5044,310.83,32,37,2.66,BR,1699815050
345,roses,42.262,3.1769,291.01,81,100,1.13,ES,1699815050
346,lerwick,60.1545,-1.1494,281.15,77,23,5.37,GB,1699815051
347,greymouth,-42.4667,171.2,286.43,77,86,2.41,NZ,1699815051
348,hotan,37.0997,79.9269,277.69,26,0,0.95,CN,1699815051
349,carbonear,47.7332,-53.2148,274.61,86,99,4.91,CA,1699815051
350,colonia,50.9333,6.95,280.91,85,20,2.06,DE,1699815001
351,xiuyan,40.2928,123.2744,267.48,64,0,2.82,CN,1699815051
352,ulladulla,-35.35,150.4667,288.58,76,100,4.15,AU,1699815051
353,east wenatchee bench,47.4257,-120.2812,282.92,84,0,1.54,US,1699815052
354,concepcion,-36.827,-73.0498,288.04,41,40,7.2,CL,1699815052
355,helena valley southeast,46.6153,-111.9216,286.6,53,0,1.34,US,1699815052
356,itapirapua,-15.8233,-50.6133,313.85,15,61,2.57,BR,1699815052
357,greenville,35.6127,-77.3663,287.17,100,100,6.17,US,1699815029
358,chokwe,-24.5333,32.9833,296.14,73,72,7.0,MZ,1699815052
359,soto la marina,23.7667,-98.2167,291.22,91,100,3.2,MX,1699815052
360,san pedro,14.35,121.0167,300.01,86,20,2.57,PH,1699815053
361,tura,25.5198,90.2201,291.43,86,0,1.67,IN,1699815053
362,nedryhayliv,50.834,33.8763,279.59,87,100,9.15,UA,1699815053
363,yarmouth,41.7057,-70.2286,280.35,62,100,3.13,US,1699815053
364,gur'yevsk,54.2833,85.9333,275.68,99,100,3.02,RU,1699815053
365,yanchep,-31.55,115.6833,292.01,81,100,3.36,AU,1699815053
366,tokar,18.4254,37.729,302.64,65,32,4.78,SD,1699815054
367,lengshuitan,26.4111,111.5956,280.92,84,100,2.94,CN,1699815054
368,chegdomyn,51.1167,133.0167,258.92,97,100,0.19,RU,1699815054
369,isangel,-19.55,169.2667,289.21,88,100,2.06,VU,1699815054
370,laojunmiao,39.8333,97.7333,271.3,46,0,0.49,CN,1699815054
371,urumqi,43.801,87.6005,273.68,93,75,1.0,CN,1699814968
372,tabou,4.423,-7.3528,299.61,86,8,3.05,CI,1699815054
373,esperanza,19.5847,-70.9849,303.32,71,12,3.58,DO,1699815055
374,arno,60.1167,18.6333,277.47,97,100,5.04,SE,1699815055
375,san antonio,29.4241,-98.4936,289.01,94,100,4.12,US,1699815017
376,nabire,-3.3667,135.4833,297.21,88,100,2.42,ID,1699814960
377,kasane,-17.8167,25.15,300.29,22,14,1.66,BW,1699814843
378,anzio,41.4853,12.6179,288.71,99,0,1.55,IT,1699815055
379,oriximina,-1.7656,-55.8661,308.32,40,100,3.14,BR,1699815056
380,pantai remis,4.4557,100.6288,300.16,83,90,1.32,MY,1699815056
381,coahuayana de hidalgo,18.7,-103.6583,305.53,56,0,2.68,MX,1699815056
382,jalpatagua,14.1417,-90.0086,303.1,59,11,4.73,GT,1699815056
383,tindouf,27.6711,-8.1474,302.4,20,0,2.57,DZ,1699815056
384,gangakher,18.95,76.75,295.38,55,98,1.94,IN,1699815056
385,thinadhoo,0.5333,72.9333,300.53,76,92,1.56,MV,1699815057
386,copala,16.65,-98.9833,304.05,63,7,2.8,MX,1699815057
387,kashgar,39.4547,75.9797,279.71,39,0,4.0,CN,1699815057
388,pekan,3.4836,103.3996,298.21,86,66,0.68,MY,1699815057
389,de aar,-30.6497,24.0123,292.99,24,0,7.3,ZA,1699815057
390,mishan,45.55,131.8833,265.64,76,100,6.47,CN,1699815057
391,pitimbu,-7.4706,-34.8086,303.48,63,0,5.91,BR,1699815057
392,kokshetau,53.2775,69.3883,277.16,94,100,3.38,KZ,1699815058
393,arkhangel'sk,64.5401,40.5433,269.89,93,17,2.72,RU,1699815058
394,illizi,26.4833,8.4667,297.04,27,0,2.52,DZ,1699814847
395,santa helena,-2.2311,-45.3,308.93,29,100,3.73,BR,1699815058
396,quellon,-43.1167,-73.6167,282.31,63,99,1.63,CL,1699815058
397,retreat,38.8245,-85.8533,288.92,41,0,0.45,US,1699815058
398,merizo village,13.2658,144.6691,301.46,90,34,7.57,GU,1699815058
399,roccella ionica,38.322,16.4009,292.38,81,80,4.53,IT,1699815059
400,la'ie,21.6477,-157.9253,300.13,77,7,3.58,US,1699815059
401,ketchikan,55.3422,-131.6461,279.14,87,0,4.63,US,1699815059
402,prince rupert,54.3161,-130.3201,279.98,71,100,7.2,CA,1699815059
403,kodinsk,58.6881,99.1844,263.39,97,59,1.57,RU,1699815059
404,allanridge,-27.7543,26.6438,294.04,32,0,3.05,ZA,1699815060
405,meizhou,24.2977,116.1072,288.49,83,100,2.06,CN,1699815060
406,mildura,-34.2,142.15,282.63,70,5,4.49,AU,1699815060
407,mthatha,-31.5889,28.7844,288.46,72,75,4.12,ZA,1699815060
408,boa vista,2.8197,-60.6733,307.14,43,40,5.14,BR,1699815060
409,vyyezdnoye,55.3815,43.7864,279.11,89,100,7.94,RU,1699815060
410,astrakhan,46.3497,48.0408,286.08,62,0,7.15,RU,1699815062
411,burutu,5.3509,5.5076,299.97,84,48,2.13,NG,1699815062
412,bubaque,11.2833,-15.8333,301.57,69,14,4.15,GW,1699815063
413,sarandi,-23.4436,-51.8739,310.9,32,40,5.14,BR,1699815063
414,dem'yanovo,60.3511,47.0842,273.89,89,100,3.32,RU,1699815063
415,ishigaki,24.3448,124.1572,293.22,94,75,8.75,JP,1699815063
416,glace bay,46.1969,-59.957,277.57,71,75,7.72,CA,1699815064
417,ankazoabo,-22.2833,44.5167,297.85,48,0,1.04,MG,1699815064
418,nishinoomote,30.7333,131.0,288.09,73,100,13.36,JP,1699815064
419,freetown,8.484,-13.2299,301.99,74,20,6.17,SL,1699815065
420,sanctuary point,-35.1114,150.629,290.0,78,100,4.37,AU,1699815065
421,kzyltu,53.6364,72.3414,277.26,93,100,3.94,KZ,1699815065
422,haldia,22.0605,88.1097,295.01,60,20,3.12,IN,1699815065
423,bibbiena,43.6965,11.8135,283.8,97,54,0.07,IT,1699815066
424,tres lagoas,-20.7511,-51.6783,315.56,14,21,3.59,BR,1699815066
425,melekeok village,7.4957,134.6367,299.46,94,100,2.06,PW,1699815066
426,banff,51.1762,-115.5698,276.72,64,54,2.06,CA,1699815067
427,damghan,36.1683,54.348,287.33,48,100,0.98,IR,1699815067
428,teknaf,20.8624,92.3058,295.42,83,3,2.23,BD,1699815067
429,nizhneangarsk,55.7833,109.55,266.48,76,52,0.45,RU,1699815067
430,caldwell,43.6629,-116.6874,288.06,50,0,5.14,US,1699814958
431,mejit,10.2753,170.8646,301.03,81,48,8.5,MH,1699815068
432,callao,-12.0667,-77.15,295.31,68,75,4.63,PE,1699815068
433,ryazhsk,53.7038,40.1109,282.83,72,59,9.72,RU,1699815068
434,santa maria,-29.6842,-53.8069,293.76,94,100,3.6,BR,1699815069
435,baicheng,45.6167,122.8167,268.9,50,0,4.09,CN,1699815069
436,mahaddayweyne,2.9726,45.5347,299.16,83,22,3.69,SO,1699815069
437,saint john,45.2727,-66.0677,278.15,65,40,3.6,CA,1699814789
438,skeldon,5.8833,-57.1333,303.77,63,23,5.25,GY,1699815070
439,peterhead,57.5058,-1.7981,276.73,75,75,7.95,GB,1699815070
440,selebi-phikwe,-21.979,27.8498,300.95,18,78,3.46,BW,1699815070
441,xiva,41.3783,60.3639,278.14,42,20,4.48,UZ,1699815071
442,kokopo,-4.352,152.2633,297.54,86,100,3.61,PG,1699815071
443,ormond-by-the-sea,29.3491,-81.0665,294.83,93,100,6.17,US,1699815071
444,vanino,49.0869,140.2543,263.11,71,78,3.61,RU,1699815020
445,gallup,35.5281,-108.7426,284.57,30,0,2.57,US,1699815072
446,klyuchi,52.2667,79.1667,278.51,85,99,4.91,RU,1699815072
447,kotabumi,-4.8333,104.9,297.83,89,54,1.39,ID,1699815072
448,energetik,51.7445,58.7934,276.66,86,98,2.3,RU,1699815073
449,thabazimbi,-24.5917,27.4116,298.44,45,95,0.37,ZA,1699814881
450,vila velha,-20.3297,-40.2925,306.12,73,0,6.69,BR,1699815073
451,radhanpur,23.8333,71.6,297.23,23,100,3.74,IN,1699815074
452,kerikeri,-35.2268,173.9474,285.33,70,0,1.04,NZ,1699815074
453,korla,41.7597,86.1469,277.56,66,5,2.14,CN,1699815074
454,dakhla,23.6848,-15.958,294.16,83,13,8.23,EH,1699815074
455,ibipeba,-11.6408,-42.0111,307.82,17,0,4.72,BR,1699815074
456,scarborough,54.2797,-0.4044,281.02,87,100,1.34,GB,1699814980
457,menongue,-14.6585,17.691,294.8,65,91,4.46,AO,1699815075
458,calingasta,-31.3308,-69.4078,301.16,7,0,15.55,AR,1699815075
459,taourirt,34.4073,-2.8973,294.41,36,94,2.31,MA,1699815076
460,kaohsiung,22.6163,120.3133,297.12,75,75,3.09,TW,1699814842
461,soe,-9.8607,124.284,292.48,76,5,1.37,ID,1699815076
462,hadithah,34.1397,42.3781,296.2,30,100,4.02,IQ,1699815076
463,suntar,62.1444,117.6319,257.4,98,100,0.69,RU,1699815076
464,ulaangom,49.9811,92.0667,263.43,96,100,1.44,MN,1699815076
465,muang phonsavan,19.45,103.2167,289.59,99,86,1.28,LA,1699815077
466,hauterive,46.0901,3.4459,288.57,88,100,4.56,FR,1699815077
467,langzhong,31.5504,105.9938,281.94,80,100,2.38,CN,1699815077
468,rahachow,53.0934,30.0495,276.09,97,100,8.15,BY,1699815078
469,san andres,12.5847,-81.7006,304.16,79,20,4.12,CO,1699815078
470,barra do corda,-5.5,-45.25,312.07,21,2,2.78,BR,1699815078
471,rakops,-21.0167,24.3333,305.67,20,12,3.31,BW,1699815078
472,kiunga,-6.1219,141.2906,294.53,99,41,0.93,PG,1699815079
473,taoudenni,22.6783,-3.9836,303.25,13,1,5.17,ML,1699815079
474,gisborne,-38.6533,178.0042,287.74,62,0,1.41,NZ,1699815079
475,matoury,4.8483,-52.3317,303.44,61,6,3.75,GF,1699815079
476,robertsport,6.7533,-11.3686,300.37,83,82,4.66,LR,1699815079
477,bay minette,30.883,-87.773,296.77,64,70,2.2,US,1699815080
478,st. john's,47.5649,-52.7093,274.35,82,75,6.17,CA,1699814792
479,revda,56.801,59.9303,273.02,90,24,3.0,RU,1699815080
480,fada,9.5667,8.3,297.18,42,16,0.64,NG,1699815080
481,turan,16.0678,108.2208,299.14,94,75,1.03,VN,1699815081
482,pangody,65.85,74.4859,268.85,96,100,5.11,RU,1699815081
483,oltinko'l,40.8011,72.1634,284.26,55,1,0.46,UZ,1699815081
484,tionk essil,12.7856,-16.5217,303.13,41,98,1.87,SN,1699815081
485,luganville,-15.5333,167.1667,297.24,76,100,7.1,VU,1699815081
486,kyzylorda,44.8528,65.5092,272.16,86,40,1.0,KZ,1699815082
487,misliyah,17.4599,42.5572,301.95,68,100,2.14,SA,1699815082
488,northam,51.0333,-4.2167,287.4,92,98,5.59,GB,1699815082
489,santa terezinha,-29.9002,-50.0904,295.21,95,92,2.25,BR,1699815082
490,forster,-32.1667,152.5167,292.8,88,99,6.44,AU,1699815083
491,tabas,33.5959,56.9244,291.61,30,82,1.05,IR,1699815083
492,vilhena,-12.7406,-60.1458,298.27,78,75,1.54,BR,1699815083
493,tateyama,34.9833,139.8667,283.76,82,21,5.58,JP,1699815084
494,luau,-10.7073,22.2247,292.49,86,96,0.9,AO,1699815084
495,severo-yeniseyskiy,60.3725,93.0408,269.03,98,100,0.89,RU,1699815085
496,massawa,15.6097,39.45,303.71,57,26,0.77,ER,1699815086
497,den burg,53.0542,4.7972,282.14,96,100,4.12,NL,1699814883
498,ratia,29.6833,75.5833,290.94,43,0,1.66,IN,1699815086
499,bowen,-20.0167,148.2333,295.04,79,57,3.97,AU,1699815086
500,sam roi yot,12.2708,99.872,298.05,91,78,2.17,TH,1699815086
501,makaha,21.4694,-158.2175,300.1,83,100,1.54,US,1699815086
502,erdemli,36.605,34.3084,295.76,45,85,2.62,TR,1699815087
503,mil'kovo,55.6078,37.7956,281.42,97,100,6.79,RU,1699815087
504,kantunilkin,21.0917,-87.45,306.41,46,17,2.88,MX,1699815087
505,carutapera,-1.195,-46.02,302.81,58,6,4.25,BR,1699815087
506,dongning,44.0622,131.1207,265.87,72,87,6.53,CN,1699815088
507,wewak,-3.5534,143.6268,298.62,88,46,1.73,PG,1699815088
508,mokhsogollokh,61.4681,128.9203,259.39,86,100,5.03,RU,1699815088
509,kota belud,6.351,116.4305,297.87,89,25,1.86,MY,1699814993
510,shingu,33.7333,135.9833,283.94,69,82,10.01,JP,1699815088
511,lautoka,-17.6167,177.4667,298.07,83,75,5.14,FJ,1699815089
512,victorica,-36.2151,-65.4359,291.42,19,19,4.19,AR,1699815089
513,vikhorevka,56.1201,101.1636,260.92,96,45,0.92,RU,1699815089
514,belmonte,-15.8631,-38.8828,300.35,68,2,6.35,BR,1699815089
515,tuchow,49.8949,21.0541,279.18,74,100,2.73,PL,1699815090
516,monterrey,25.6667,-100.3167,295.23,57,100,1.31,MX,1699814710
517,modimolle,-24.7,28.4,297.87,43,100,3.65,ZA,1699815090
518,bayramaly,37.6185,62.1671,284.01,28,2,4.63,TM,1699815090
519,hami,42.8,93.45,276.09,29,100,1.2,CN,1699815090
520,haparanda,65.8355,24.1368,263.18,90,100,4.28,SE,1699815091
521,lazaro cardenas,17.9583,-102.2,304.03,62,6,2.31,MX,1699814975
522,knyaze-volkonskoye,48.4642,135.4567,263.34,76,62,4.92,RU,1699815091
523,keren,15.7778,38.4581,295.42,64,13,3.05,ER,1699815091
524,kassala,15.451,36.4,304.86,31,67,3.68,SD,1699815091
525,naze,28.3667,129.4833,289.66,68,65,7.39,JP,1699815091
526,labrador city,52.9463,-66.9114,269.1,74,100,5.14,CA,1699815092
527,sobhodero,27.3046,68.3976,295.3,22,63,0.69,PK,1699815092
528,baker city,44.7749,-117.8344,282.92,61,0,6.17,US,1699814845
529,taroa,8.7058,171.2275,301.36,81,99,8.28,MH,1699815092
530,inhambane,-23.865,35.3833,298.15,83,20,2.24,MZ,1699815092
531,angel r. cabada,18.5833,-95.4333,297.53,90,100,7.5,MX,1699815093
532,ormara,25.2088,64.6357,299.15,50,28,3.06,PK,1699815093
533,manakara,-22.1333,48.0167,294.23,79,0,2.99,MG,1699815093
534,dolinsk,47.35,142.8,267.44,85,48,2.49,RU,1699815093
535,kourou,5.1552,-52.6478,303.08,64,22,3.96,GF,1699815093
536,porto franco,-6.3383,-47.3992,310.92,26,7,2.32,BR,1699815093
537,puerto cabezas,14.0351,-83.3888,301.14,88,88,5.01,NI,1699815094
538,castillos,-34.1667,-53.8333,292.48,73,100,0.73,UY,1699815094
539,mgandu,-5.95,34.1333,294.41,67,100,2.54,TZ,1699815094
540,alangudi,10.3606,78.9849,296.43,84,86,4.35,IN,1699815094
541,berdigestyakh,62.0989,126.6992,258.97,92,100,4.93,RU,1699815095
542,viana do castelo,41.6932,-8.8329,290.88,95,100,5.27,PT,1699814815
543,gebeit,21.0667,36.3167,298.63,64,71,3.47,SD,1699815095
544,petukhovo,55.0692,67.9019,276.81,95,100,3.04,RU,1699815095
545,gaspe,48.8334,-64.4819,274.27,69,75,6.17,CA,1699815095
546,nogliki,51.8333,143.1667,265.01,61,88,7.15,RU,1699815096
547,nasiriyah,31.0521,46.261,298.58,32,100,1.56,IQ,1699815096
548,monaghan,54.25,-6.9667,281.7,97,32,3.23,IE,1699815096
549,ta'izz,13.5,44.0,292.47,76,14,3.85,YE,1699815096
550,piti village,13.4626,144.6933,301.64,86,20,5.14,GU,1699815096
551,xiaoweizhai,26.1903,107.5125,276.49,91,100,3.1,CN,1699815097
552,chernyshevskiy,63.0128,112.4714,257.97,98,100,1.23,RU,1699815097
553,shangzhi,45.2167,127.9667,260.37,92,100,5.94,CN,1699815097
554,valparaiso,-33.0393,-71.6273,291.48,69,75,3.6,CL,1699815097
555,mana,5.6592,-53.7767,302.37,71,67,5.58,GF,1699815097
556,kavaratti,10.5669,72.642,300.89,75,96,2.18,IN,1699815098
557,caxias,38.7031,-9.2767,293.1,82,20,3.6,PT,1699815098
558,kavalerovo,44.2661,135.0572,266.23,80,83,6.26,RU,1699815098
559,danville,36.586,-79.395,288.95,48,0,4.12,US,1699815098
560,langepas,61.2544,75.2124,272.86,98,100,3.97,RU,1699815099
